CSD refcode,CIF filename,original crystal system,Sohncke space group,Percentage void space,Charged framework,Hydrogen added,Unreliable chemistry
MOHMEE07,mohmee07_P1_H,rhombohedral,-,58.092,-,Yes,-
MOHMEE08,mohmee08_P1_H,rhombohedral,-,58.03,-,Yes,-
MOHMEE09,mohmee09_P1_H,rhombohedral,-,58.03,-,Yes,-
MOHMEE10,mohmee10_P1_H,rhombohedral,-,58.03,-,Yes,-
MOHMEE11,mohmee11_P1_H,rhombohedral,-,58.03,-,Yes,-
MOHMEE12,mohmee12_P1_H,rhombohedral,-,58.056,-,Yes,-
MOHMEE13,mohmee13_P1_H,rhombohedral,-,58.056,-,Yes,-
MOHMEE14,mohmee14_P1_H,rhombohedral,-,58.092,-,Yes,-
MOHMEE15,mohmee15_P1_H,rhombohedral,-,58.092,-,Yes,-
MOHMEE16,mohmee16_P1_H,rhombohedral,-,58.056,-,Yes,-
MOHMEE17,mohmee17_P1_H,rhombohedral,-,58.065,-,Yes,-
MOHMEE18,mohmee18_P1_H,rhombohedral,-,58.056,-,Yes,-
MOHMEE19,mohmee19_P1_H,rhombohedral,-,58.056,-,Yes,-
MOHMEE20,mohmee20_P1_H,rhombohedral,-,58.056,-,Yes,-
MOHMEE21,mohmee21_P1_H,rhombohedral,-,58.074,-,Yes,-
MOHMEE22,mohmee22_P1_H,rhombohedral,-,58.092,-,Yes,-
MOHMEE23,mohmee23_P1_H,rhombohedral,-,58.101,-,Yes,-
MOHMEE24,mohmee24_P1_H,rhombohedral,-,58.101,-,Yes,-
MOHMEE25,mohmee25_P1_H,rhombohedral,-,58.056,-,Yes,-
MOHMEE26,mohmee26_P1_H,rhombohedral,-,58.056,-,Yes,-
MOHMEE27,mohmee27_P1_H,rhombohedral,-,58.092,-,Yes,-
MOHMEE28,mohmee28_P1_H,rhombohedral,-,58.038,-,Yes,-
MOHMEE29,mohmee29_P1_H,rhombohedral,-,58.003,-,Yes,-
MOHMEE30,mohmee30_P1_H,rhombohedral,-,58.038,-,Yes,-
MOHMEE31,mohmee31_P1_H,rhombohedral,-,58.038,-,Yes,-
MOHMEE32,mohmee32_P1_H,rhombohedral,-,58.038,-,Yes,-
MOHMEE33,mohmee33_P1_H,rhombohedral,-,58.038,-,Yes,-
MOHMEE34,mohmee34_P1_H,rhombohedral,-,58.038,-,Yes,-
MOHNAA,mohnaa_P1,triclinic,Yes,14.815,-,-,-
MOHSEJ,mohsej_P1_H,monoclinic,-,19.363,-,Yes,-
MOJFOJ,mojfoj_P1,orthorhombic,Yes,18.343,-,-,-
MOJNAC,mojnac_P1_H,monoclinic,-,29.809,-,Yes,-
MOJPOT,mojpot_P1_H,rhombohedral,-,58.163,-,Yes,-
MOJPOT01,mojpot01_P1_H,rhombohedral,-,58.145,-,Yes,-
MOJPOT02,mojpot02_P1_H,rhombohedral,-,58.163,-,Yes,-
MOJPOT03,mojpot03_P1_H,rhombohedral,-,58.172,-,Yes,-
MOJPOT04,mojpot04_P1_H,rhombohedral,-,58.163,-,Yes,-
MOJPOT05,mojpot05_P1_H,rhombohedral,-,58.18,-,Yes,-
MOJPOT06,mojpot06_P1_H,rhombohedral,-,58.03,-,Yes,-
MOJPOT07,mojpot07_P1_H,rhombohedral,-,58.109,-,Yes,-
MOJPOT08,mojpot08_P1_H,rhombohedral,-,58.109,-,Yes,-
MOJPOT09,mojpot09_P1_H,rhombohedral,-,58.109,-,Yes,-
MOJPOT10,mojpot10_P1_H,rhombohedral,-,58.109,-,Yes,-
MOJPOT11,mojpot11_P1_H,rhombohedral,-,58.109,-,Yes,-
MOJPOT12,mojpot12_P1_H,rhombohedral,-,58.145,-,Yes,-
MOJPOT13,mojpot13_P1_H,rhombohedral,-,58.136,-,Yes,-
MOJPOT14,mojpot14_P1_H,rhombohedral,-,58.118,-,Yes,-
MOJPOT15,mojpot15_P1_H,rhombohedral,-,58.101,-,Yes,-
MOJPOT16,mojpot16_P1_H,rhombohedral,-,58.101,-,Yes,-
MOJPOT17,mojpot17_P1_H,rhombohedral,-,58.172,-,Yes,-
MOJPOT18,mojpot18_P1_H,rhombohedral,-,58.172,-,Yes,-
MOJPOT19,mojpot19_P1_H,rhombohedral,-,58.172,-,Yes,-
MOJPOT20,mojpot20_P1_H,rhombohedral,-,58.109,-,Yes,-
MOJPOT21,mojpot21_P1_H,rhombohedral,-,58.109,-,Yes,-
MOJPOT22,mojpot22_P1_H,rhombohedral,-,58.074,-,Yes,-
MOJPOT23,mojpot23_P1_H,rhombohedral,-,58.074,-,Yes,-
MOJPOT24,mojpot24_P1_H,rhombohedral,-,58.101,-,Yes,-
MOJPOT25,mojpot25_P1_H,rhombohedral,-,58.118,-,Yes,-
MOJPOT26,mojpot26_P1_H,rhombohedral,-,58.118,-,Yes,-
MOJPOT27,mojpot27_P1_H,rhombohedral,-,58.118,-,Yes,-
MOJPOT28,mojpot28_P1_H,rhombohedral,-,58.083,-,Yes,-
MOJPOT29,mojpot29_P1_H,rhombohedral,-,58.101,-,Yes,-
MOJPOT30,mojpot30_P1_H,rhombohedral,-,58.136,-,Yes,-
MOJPOT31,mojpot31_P1_H,rhombohedral,-,58.136,-,Yes,-
MOJPOT32,mojpot32_P1_H,rhombohedral,-,58.092,-,Yes,-
MOJPOT33,mojpot33_P1_H,rhombohedral,-,58.136,-,Yes,-
MOJPOT34,mojpot34_P1_H,rhombohedral,-,58.127,-,Yes,-
MOJPOT35,mojpot35_P1_H,rhombohedral,-,58.109,-,Yes,-
MOJPOT36,mojpot36_P1_H,rhombohedral,-,58.127,-,Yes,-
MOJPOT37,mojpot37_P1_H,rhombohedral,-,58.136,-,Yes,-
MOJPOT38,mojpot38_P1_H,rhombohedral,-,58.136,-,Yes,-
MOJPOT39,mojpot39_P1_H,rhombohedral,-,58.083,-,Yes,-
MOJPOT40,mojpot40_P1_H,rhombohedral,-,58.083,-,Yes,-
MOJPOT41,mojpot41_P1_H,rhombohedral,-,58.083,-,Yes,-
MOJPOT42,mojpot42_P1_H,rhombohedral,-,58.083,-,Yes,-
MOJPOT43,mojpot43_P1_H,rhombohedral,-,58.083,-,Yes,-
MOJPOT44,mojpot44_P1_H,rhombohedral,-,58.083,-,Yes,-
MOJPOT45,mojpot45_P1_H,rhombohedral,-,58.092,-,Yes,-
MOJPOT46,mojpot46_P1_H,rhombohedral,-,58.101,-,Yes,-
MOJPOT47,mojpot47_P1_H,rhombohedral,-,58.092,-,Yes,-
MOJPOT48,mojpot48_P1_H,rhombohedral,-,58.056,-,Yes,-
MOJPOT49,mojpot49_P1_H,rhombohedral,-,58.083,-,Yes,-
MOJPOT50,mojpot50_P1_H,rhombohedral,-,58.083,-,Yes,-
MOJPOT51,mojpot51_P1_H,rhombohedral,-,58.083,-,Yes,-
MOJPOT52,mojpot52_P1_H,rhombohedral,-,58.083,-,Yes,-
MOJPOT53,mojpot53_P1_H,rhombohedral,-,58.083,-,Yes,-
MOJPOT54,mojpot54_P1_H,rhombohedral,-,58.101,-,Yes,-
MOJPOT55,mojpot55_P1_H,rhombohedral,-,58.101,-,Yes,-
MOJPOT56,mojpot56_P1_H,rhombohedral,-,58.101,-,Yes,-
MOJPOT57,mojpot57_P1_H,rhombohedral,-,58.136,-,Yes,-
MOJPOT58,mojpot58_P1_H,rhombohedral,-,58.145,-,Yes,-
MOJPOT59,mojpot59_P1_H,rhombohedral,-,58.092,-,Yes,-
MOJPOT60,mojpot60_P1_H,rhombohedral,-,58.038,-,Yes,-
MOJPOT61,mojpot61_P1_H,rhombohedral,-,58.101,-,Yes,-
MOJPOT62,mojpot62_P1_H,rhombohedral,-,58.074,-,Yes,-
MOJPOT63,mojpot63_P1_H,rhombohedral,-,58.056,-,Yes,-
MOJPOT64,mojpot64_P1_H,rhombohedral,-,58.03,-,Yes,-
MOJPOT65,mojpot65_P1_H,rhombohedral,-,58.03,-,Yes,-
MOJPOT66,mojpot66_P1_H,rhombohedral,-,58.118,-,Yes,-
MOJPOT67,mojpot67_P1_H,rhombohedral,-,58.127,-,Yes,-
MOJPOT68,mojpot68_P1_H,rhombohedral,-,58.127,-,Yes,-
MOJPOT69,mojpot69_P1_H,rhombohedral,-,58.127,-,Yes,-
MOJPOT70,mojpot70_P1_H,rhombohedral,-,58.083,-,Yes,-
MOJPOT71,mojpot71_P1_H,rhombohedral,-,58.083,-,Yes,-
MOJPOT72,mojpot72_P1_H,rhombohedral,-,58.083,-,Yes,-
MOJPOT73,mojpot73_P1_H,rhombohedral,-,58.092,-,Yes,-
MOJPOT74,mojpot74_P1_H,rhombohedral,-,58.101,-,Yes,-
MOJPOT75,mojpot75_P1_H,rhombohedral,-,58.101,-,Yes,-
MOJPOT76,mojpot76_P1_H,rhombohedral,-,58.101,-,Yes,-
MOJPOT77,mojpot77_P1_H,rhombohedral,-,58.101,-,Yes,-
MOJPOT78,mojpot78_P1_H,rhombohedral,-,58.118,-,Yes,-
MOJPOT79,mojpot79_P1_H,rhombohedral,-,58.101,-,Yes,-
MOJPOT80,mojpot80_P1_H,rhombohedral,-,58.101,-,Yes,-
MOJPOT81,mojpot81_P1_H,rhombohedral,-,58.127,-,Yes,-
MOJPOT82,mojpot82_P1_H,rhombohedral,-,58.145,-,Yes,-
MOJPOT83,mojpot83_P1_H,rhombohedral,-,58.109,-,Yes,-
MOJPOT84,mojpot84_P1_H,rhombohedral,-,58.109,-,Yes,-
MOJPOT85,mojpot85_P1_H,rhombohedral,-,58.092,-,Yes,-
MOJPOT86,mojpot86_P1_H,rhombohedral,-,58.101,-,Yes,-
MOJPOT87,mojpot87_P1_H,rhombohedral,-,58.154,-,Yes,-
MOJPOT88,mojpot88_P1_H,rhombohedral,-,58.136,-,Yes,-
MOJPOT89,mojpot89_P1_H,rhombohedral,-,58.092,-,Yes,-
MOJPOT90,mojpot90_P1_H,rhombohedral,-,58.092,-,Yes,-
MOJPOT91,mojpot91_P1_H,rhombohedral,-,58.101,-,Yes,-
MOJPOT92,mojpot92_P1_H,rhombohedral,-,58.118,-,Yes,-
MOJPOT93,mojpot93_P1_H,rhombohedral,-,58.092,-,Yes,-
MOJPOT94,mojpot94_P1_H,rhombohedral,-,58.092,-,Yes,-
MOJPOT95,mojpot95_P1_H,rhombohedral,-,58.092,-,Yes,-
MOJPOT96,mojpot96_P1_H,rhombohedral,-,58.136,-,Yes,-
MOJPOT97,mojpot97_P1_H,rhombohedral,-,58.145,-,Yes,-
MOJPOT98,mojpot98_P1_H,rhombohedral,-,58.145,-,Yes,-
MOJPOT99,mojpot99_P1_H,rhombohedral,-,58.074,-,Yes,-
MOKMOQ,mokmoq_P1,monoclinic,-,41.074,-,-,-
MOKXUI,mokxui_P1_H,rhombohedral,-,58.136,-,Yes,-
MOKYAP,mokyap_P1_H,rhombohedral,-,58.163,-,Yes,-
MOKYAP01,mokyap01_P1_H,rhombohedral,-,58.139,-,Yes,-
MOKYAP03,mokyap03_P1_H,rhombohedral,-,58.157,-,Yes,-
MOKYAP04,mokyap04_P1_H,rhombohedral,-,58.139,-,Yes,-
MOKYAP05,mokyap05_P1_H,rhombohedral,-,58.172,-,Yes,-
MOKYAP06,mokyap06_P1_H,rhombohedral,-,58.163,-,Yes,-
MOKYAP07,mokyap07_P1_H,rhombohedral,-,58.163,-,Yes,-
MOKYAP08,mokyap08_P1_H,rhombohedral,-,58.145,-,Yes,-
MOKYAP09,mokyap09_P1_H,rhombohedral,-,58.136,-,Yes,-
MOKYAP10,mokyap10_P1_H,rhombohedral,-,58.136,-,Yes,-
MOKYAP11,mokyap11_P1_H,rhombohedral,-,58.127,-,Yes,-
MOKYAP12,mokyap12_P1_H,rhombohedral,-,58.154,-,Yes,-
MOKYAP13,mokyap13_P1_H,rhombohedral,-,58.154,-,Yes,-
MOKYAP14,mokyap14_P1_H,rhombohedral,-,58.154,-,Yes,-
MOKYAP15,mokyap15_P1_H,rhombohedral,-,58.145,-,Yes,-
MOKYAP16,mokyap16_P1_H,rhombohedral,-,58.145,-,Yes,-
MOKYAP17,mokyap17_P1_H,rhombohedral,-,58.145,-,Yes,-
MOKYAP18,mokyap18_P1_H,rhombohedral,-,58.154,-,Yes,-
MOKYAP19,mokyap19_P1_H,rhombohedral,-,58.038,-,Yes,-
MOKYAP20,mokyap20_P1_H,rhombohedral,-,58.038,-,Yes,-
MOKYAP21,mokyap21_P1_H,rhombohedral,-,58.074,-,Yes,-
MOKYAP22,mokyap22_P1_H,rhombohedral,-,58.038,-,Yes,-
MOKYAP23,mokyap23_P1_H,rhombohedral,-,58.056,-,Yes,-
MOKYAP24,mokyap24_P1_H,rhombohedral,-,58.038,-,Yes,-
MOKYAP25,mokyap25_P1_H,rhombohedral,-,58.038,-,Yes,-
MOKYAP26,mokyap26_P1_H,rhombohedral,-,58.056,-,Yes,-
MOKYAP27,mokyap27_P1_H,rhombohedral,-,58.047,-,Yes,-
MOKYAP28,mokyap28_P1_H,rhombohedral,-,58.056,-,Yes,-
MOKYAP29,mokyap29_P1_H,rhombohedral,-,58.065,-,Yes,-
MOKYAP30,mokyap30_P1_H,rhombohedral,-,58.065,-,Yes,-
MOKYAP31,mokyap31_P1_H,rhombohedral,-,58.118,-,Yes,-
MOKYAP32,mokyap32_P1_H,rhombohedral,-,58.074,-,Yes,-
MOKYAP33,mokyap33_P1_H,rhombohedral,-,58.047,-,Yes,-
MOKYAP34,mokyap34_P1_H,rhombohedral,-,58.074,-,Yes,-
MOKYAP35,mokyap35_P1_H,rhombohedral,-,58.092,-,Yes,-
MOKYAP36,mokyap36_P1_H,rhombohedral,-,58.074,-,Yes,-
MOKYAP37,mokyap37_P1_H,rhombohedral,-,58.047,-,Yes,-
MOKYAP38,mokyap38_P1_H,rhombohedral,-,58.038,-,Yes,-
MOKYAP39,mokyap39_P1_H,rhombohedral,-,58.038,-,Yes,-
MOKYAP40,mokyap40_P1_H,rhombohedral,-,58.109,-,Yes,-
MOKYAP41,mokyap41_P1_H,rhombohedral,-,58.109,-,Yes,-
MOKYAP42,mokyap42_P1_H,rhombohedral,-,58.109,-,Yes,-
MOKYAP43,mokyap43_P1_H,rhombohedral,-,58.101,-,Yes,-
MOKYAP44,mokyap44_P1_H,rhombohedral,-,58.101,-,Yes,-
MOKYAP45,mokyap45_P1_H,rhombohedral,-,58.127,-,Yes,-
MOKYAP46,mokyap46_P1_H,rhombohedral,-,58.109,-,Yes,-
MOKYAP47,mokyap47_P1_H,rhombohedral,-,58.101,-,Yes,-
MOKYAP48,mokyap48_P1_H,rhombohedral,-,58.074,-,Yes,-
MOKYAP49,mokyap49_P1_H,rhombohedral,-,58.065,-,Yes,-
MOKYAP50,mokyap50_P1_H,rhombohedral,-,58.083,-,Yes,-
MOKYAP51,mokyap51_P1_H,rhombohedral,-,58.109,-,Yes,-
MOKYAP52,mokyap52_P1_H,rhombohedral,-,58.092,-,Yes,-
MOKYAP53,mokyap53_P1_H,rhombohedral,-,58.083,-,Yes,-
MOKYAP54,mokyap54_P1_H,rhombohedral,-,58.083,-,Yes,-
MOKYAP55,mokyap55_P1_H,rhombohedral,-,58.092,-,Yes,-
MOKYAP56,mokyap56_P1_H,rhombohedral,-,58.118,-,Yes,-
MOKYAP57,mokyap57_P1_H,rhombohedral,-,58.065,-,Yes,-
MOKYAP58,mokyap58_P1_H,rhombohedral,-,58.074,-,Yes,-
MOKYAP59,mokyap59_P1_H,rhombohedral,-,58.074,-,Yes,-
MOKYAP60,mokyap60_P1_H,rhombohedral,-,58.109,-,Yes,-
MOKYAP61,mokyap61_P1_H,rhombohedral,-,58.118,-,Yes,-
MOKYAP62,mokyap62_P1_H,rhombohedral,-,58.092,-,Yes,-
MOKYAP63,mokyap63_P1_H,rhombohedral,-,58.118,-,Yes,-
MOKYAP64,mokyap64_P1_H,rhombohedral,-,58.118,-,Yes,-
MOKYAP65,mokyap65_P1_H,rhombohedral,-,58.13,-,Yes,-
MOKYAP66,mokyap66_P1_H,rhombohedral,-,58.118,-,Yes,-
MOKYAP67,mokyap67_P1_H,rhombohedral,-,58.118,-,Yes,-
MOKYAP68,mokyap68_P1_H,rhombohedral,-,58.127,-,Yes,-
MOKYAP69,mokyap69_P1_H,rhombohedral,-,58.127,-,Yes,-
MOKYAP70,mokyap70_P1_H,rhombohedral,-,58.154,-,Yes,-
MOKYAP71,mokyap71_P1_H,rhombohedral,-,58.154,-,Yes,-
MOKYAP72,mokyap72_P1_H,rhombohedral,-,58.154,-,Yes,-
MOKYAP73,mokyap73_P1_H,rhombohedral,-,58.127,-,Yes,-
MOKYAP74,mokyap74_P1_H,rhombohedral,-,58.145,-,Yes,-
MOKYAP75,mokyap75_P1_H,rhombohedral,-,58.145,-,Yes,-
MOKYAP76,mokyap76_P1_H,rhombohedral,-,58.136,-,Yes,-
MOKYAP77,mokyap77_P1_H,rhombohedral,-,58.109,-,Yes,-
MOKYAP78,mokyap78_P1_H,rhombohedral,-,58.109,-,Yes,-
MOKYAP79,mokyap79_P1_H,rhombohedral,-,58.136,-,Yes,-
MOKYAP80,mokyap80_P1_H,rhombohedral,-,58.118,-,Yes,-
MOKYAP81,mokyap81_P1_H,rhombohedral,-,58.101,-,Yes,-
MOKYAP82,mokyap82_P1_H,rhombohedral,-,58.118,-,Yes,-
MOKYAP83,mokyap83_P1_H,rhombohedral,-,58.163,-,Yes,-
MOKYAP84,mokyap84_P1_H,rhombohedral,-,58.118,-,Yes,-
MOKYAP85,mokyap85_P1_H,rhombohedral,-,58.127,-,Yes,-
MOKYAP86,mokyap86_P1_H,rhombohedral,-,58.136,-,Yes,-
MOKYAP87,mokyap87_P1_H,rhombohedral,-,58.136,-,Yes,-
MOKYAP88,mokyap88_P1_H,rhombohedral,-,58.101,-,Yes,-
MOKYAP89,mokyap89_P1_H,rhombohedral,-,58.109,-,Yes,-
MOKYAP90,mokyap90_P1_H,rhombohedral,-,58.109,-,Yes,-
MOKYAP91,mokyap91_P1_H,rhombohedral,-,58.145,-,Yes,-
MOKYAP92,mokyap92_P1_H,rhombohedral,-,58.127,-,Yes,-
MOKYAP93,mokyap93_P1_H,rhombohedral,-,58.101,-,Yes,-
MOKYAP94,mokyap94_P1_H,rhombohedral,-,58.101,-,Yes,-
MOKYAP95,mokyap95_P1_H,rhombohedral,-,58.047,-,Yes,-
MOKYAP96,mokyap96_P1_H,rhombohedral,-,58.109,-,Yes,-
MOKYAP97,mokyap97_P1_H,rhombohedral,-,58.109,-,Yes,-
MOKYAP98,mokyap98_P1_H,rhombohedral,-,58.109,-,Yes,-
MOKYAP99,mokyap99_P1_H,rhombohedral,-,58.136,-,Yes,-
MOLKAB,molkab_P1_H,monoclinic,-,23.096,-,Yes,-
MOLLAD,mollad_P1_H,rhombohedral,-,58.175,-,Yes,-
MOLLAD01,mollad01_P1_H,rhombohedral,-,58.228,-,Yes,-
MOLLAD02,mollad02_P1_H,rhombohedral,-,58.201,-,Yes,-
MOLLAD03,mollad03_P1_H,rhombohedral,-,58.166,-,Yes,-
MOLLAD04,mollad04_P1_H,rhombohedral,-,58.192,-,Yes,-
MOLLAD05,mollad05_P1_H,rhombohedral,-,58.157,-,Yes,-
MOLLAD06,mollad06_P1_H,rhombohedral,-,58.166,-,Yes,-
MOLLAD07,mollad07_P1_H,rhombohedral,-,58.175,-,Yes,-
MOLLAD08,mollad08_P1_H,rhombohedral,-,58.201,-,Yes,-
MOLLAD09,mollad09_P1_H,rhombohedral,-,58.186,-,Yes,-
MOLLAD10,mollad10_P1_H,rhombohedral,-,58.178,-,Yes,-
MOLLAD11,mollad11_P1_H,rhombohedral,-,58.151,-,Yes,-
MOLLAD12,mollad12_P1_H,rhombohedral,-,58.213,-,Yes,-
MOLLAD13,mollad13_P1_H,rhombohedral,-,58.213,-,Yes,-
MOLLAD14,mollad14_P1_H,rhombohedral,-,58.201,-,Yes,-
MOLLAD15,mollad15_P1_H,rhombohedral,-,58.201,-,Yes,-
MOLLAD16,mollad16_P1_H,rhombohedral,-,58.178,-,Yes,-
MOLLAD17,mollad17_P1_H,rhombohedral,-,58.213,-,Yes,-
MOLLAD18,mollad18_P1_H,rhombohedral,-,58.237,-,Yes,-
MOLLAD20,mollad20_P1_H,rhombohedral,-,58.201,-,Yes,-
MOLLAD21,mollad21_P1_H,rhombohedral,-,58.201,-,Yes,-
MOLLAD22,mollad22_P1_H,rhombohedral,-,58.201,-,Yes,-
MOLLAD23,mollad23_P1_H,rhombohedral,-,58.183,-,Yes,-
MOLLAD24,mollad24_P1_H,rhombohedral,-,58.175,-,Yes,-
MOLLAD25,mollad25_P1_H,rhombohedral,-,58.175,-,Yes,-
MOLLAD26,mollad26_P1_H,rhombohedral,-,58.139,-,Yes,-
MOLLAD27,mollad27_P1_H,rhombohedral,-,58.112,-,Yes,-
MOLLAD28,mollad28_P1_H,rhombohedral,-,58.112,-,Yes,-
MOLLAD29,mollad29_P1_H,rhombohedral,-,58.104,-,Yes,-
MOLLAD30,mollad30_P1_H,rhombohedral,-,58.104,-,Yes,-
MOLLAD31,mollad31_P1_H,rhombohedral,-,58.104,-,Yes,-
MOLLAD32,mollad32_P1_H,rhombohedral,-,58.112,-,Yes,-
MOLLAD33,mollad33_P1_H,rhombohedral,-,58.139,-,Yes,-
MOLLAD34,mollad34_P1_H,rhombohedral,-,58.139,-,Yes,-
MOLLAD35,mollad35_P1_H,rhombohedral,-,58.139,-,Yes,-
MOLLAD36,mollad36_P1_H,rhombohedral,-,58.121,-,Yes,-
MOLLAD37,mollad37_P1_H,rhombohedral,-,58.13,-,Yes,-
MOLLAD38,mollad38_P1_H,rhombohedral,-,58.112,-,Yes,-
MOLLAD39,mollad39_P1_H,rhombohedral,-,58.112,-,Yes,-
MOLLAD40,mollad40_P1_H,rhombohedral,-,58.121,-,Yes,-
MOLLAD41,mollad41_P1_H,rhombohedral,-,58.112,-,Yes,-
MOLLAD42,mollad42_P1_H,rhombohedral,-,58.121,-,Yes,-
MOLLAD43,mollad43_P1_H,rhombohedral,-,58.121,-,Yes,-
MOLLAD44,mollad44_P1_H,rhombohedral,-,58.121,-,Yes,-
MOLLAD45,mollad45_P1_H,rhombohedral,-,58.121,-,Yes,-
MOLLAD46,mollad46_P1_H,rhombohedral,-,58.121,-,Yes,-
MOLLAD47,mollad47_P1_H,rhombohedral,-,58.104,-,Yes,-
MOLLAD48,mollad48_P1_H,rhombohedral,-,58.112,-,Yes,-
MOLLAD49,mollad49_P1_H,rhombohedral,-,58.112,-,Yes,-
MOLLAD50,mollad50_P1_H,rhombohedral,-,58.13,-,Yes,-
MOLLAD51,mollad51_P1_H,rhombohedral,-,58.13,-,Yes,-
MOLLAD52,mollad52_P1_H,rhombohedral,-,58.139,-,Yes,-
MOLLAD53,mollad53_P1_H,rhombohedral,-,58.139,-,Yes,-
MOLLAD54,mollad54_P1_H,rhombohedral,-,58.13,-,Yes,-
MOLLAD55,mollad55_P1_H,rhombohedral,-,58.112,-,Yes,-
MOLLAD56,mollad56_P1_H,rhombohedral,-,58.13,-,Yes,-
MOLLAD57,mollad57_P1_H,rhombohedral,-,58.13,-,Yes,-
MOLLAD58,mollad58_P1_H,rhombohedral,-,58.139,-,Yes,-
MOLLAD59,mollad59_P1_H,rhombohedral,-,58.13,-,Yes,-
MOLLAD60,mollad60_P1_H,rhombohedral,-,58.13,-,Yes,-
MOLLAD61,mollad61_P1_H,rhombohedral,-,58.13,-,Yes,-
MOLLAD62,mollad62_P1_H,rhombohedral,-,58.139,-,Yes,-
MOLLAD63,mollad63_P1_H,rhombohedral,-,58.139,-,Yes,-
MOLLAD64,mollad64_P1_H,rhombohedral,-,58.13,-,Yes,-
MOLLAD65,mollad65_P1_H,rhombohedral,-,58.104,-,Yes,-
MOLLAD66,mollad66_P1_H,rhombohedral,-,58.112,-,Yes,-
MOLLAD67,mollad67_P1_H,rhombohedral,-,58.121,-,Yes,-
MOLLII,mollii_P1_H,orthorhombic,-,10.749,-,Yes,-
MOLQEL,molqel_P1,monoclinic,-,26.738,-,-,-
MOLQEL02,molqel02_P1,monoclinic,-,28.395,-,-,-
MOLQOV,molqov_P1,monoclinic,-,11.62,-,-,-
MOMBEY,mombey_P1_H,rhombohedral,-,58.175,-,Yes,-
MOMBEY01,mombey01_P1_H,rhombohedral,-,58.175,-,Yes,-
MOMBEY02,mombey02_P1_H,rhombohedral,-,58.157,-,Yes,-
MOMBEY03,mombey03_P1_H,rhombohedral,-,58.183,-,Yes,-
MOMBEY04,mombey04_P1_H,rhombohedral,-,58.183,-,Yes,-
MOMBEY05,mombey05_P1_H,rhombohedral,-,58.157,-,Yes,-
MOMBEY06,mombey06_P1_H,rhombohedral,-,58.157,-,Yes,-
MOMBEY07,mombey07_P1_H,rhombohedral,-,58.175,-,Yes,-
MOMBEY08,mombey08_P1_H,rhombohedral,-,58.139,-,Yes,-
MOMBEY09,mombey09_P1_H,rhombohedral,-,58.175,-,Yes,-
MOMBEY10,mombey10_P1_H,rhombohedral,-,58.175,-,Yes,-
MOMBEY11,mombey11_P1_H,rhombohedral,-,58.192,-,Yes,-
MOMBEY12,mombey12_P1_H,rhombohedral,-,58.175,-,Yes,-
MOMBEY13,mombey13_P1_H,rhombohedral,-,58.166,-,Yes,-
MOMBEY14,mombey14_P1_H,rhombohedral,-,58.183,-,Yes,-
MOMBEY15,mombey15_P1_H,rhombohedral,-,58.183,-,Yes,-
MOMBEY16,mombey16_P1_H,rhombohedral,-,58.228,-,Yes,-
MOMBEY17,mombey17_P1_H,rhombohedral,-,58.237,-,Yes,-
MOMBEY18,mombey18_P1_H,rhombohedral,-,58.219,-,Yes,-
MOMBEY19,mombey19_P1_H,rhombohedral,-,58.201,-,Yes,-
MOMBEY20,mombey20_P1_H,rhombohedral,-,58.21,-,Yes,-
MOMBEY21,mombey21_P1_H,rhombohedral,-,58.21,-,Yes,-
MOMBEY22,mombey22_P1_H,rhombohedral,-,58.228,-,Yes,-
MOMBEY23,mombey23_P1_H,rhombohedral,-,58.219,-,Yes,-
MOMBEY24,mombey24_P1_H,rhombohedral,-,58.175,-,Yes,-
MOMBEY25,mombey25_P1_H,rhombohedral,-,58.192,-,Yes,-
MOMBEY26,mombey26_P1_H,rhombohedral,-,58.219,-,Yes,-
MOMBEY27,mombey27_P1_H,rhombohedral,-,58.201,-,Yes,-
MOMBEY28,mombey28_P1_H,rhombohedral,-,58.192,-,Yes,-
MOMBEY29,mombey29_P1_H,rhombohedral,-,58.192,-,Yes,-
MOMBEY30,mombey30_P1_H,rhombohedral,-,58.183,-,Yes,-
MOMBEY31,mombey31_P1_H,rhombohedral,-,58.175,-,Yes,-
MOMBEY32,mombey32_P1_H,rhombohedral,-,58.183,-,Yes,-
MOMBEY33,mombey33_P1_H,rhombohedral,-,58.228,-,Yes,-
MOMBEY34,mombey34_P1_H,rhombohedral,-,58.192,-,Yes,-
MOMBEY35,mombey35_P1_H,rhombohedral,-,58.192,-,Yes,-
MOMBEY36,mombey36_P1_H,rhombohedral,-,58.192,-,Yes,-
MOMBEY37,mombey37_P1_H,rhombohedral,-,58.183,-,Yes,-
MOMBEY38,mombey38_P1_H,rhombohedral,-,58.183,-,Yes,-
MOMBEY39,mombey39_P1_H,rhombohedral,-,58.166,-,Yes,-
MOMBEY40,mombey40_P1_H,rhombohedral,-,58.192,-,Yes,-
MOMBEY41,mombey41_P1_H,rhombohedral,-,58.192,-,Yes,-
MOMBEY42,mombey42_P1_H,rhombohedral,-,58.21,-,Yes,-
MOMBEY43,mombey43_P1_H,rhombohedral,-,58.183,-,Yes,-
MOMBEY46,mombey46_P1_H,rhombohedral,-,58.175,-,Yes,-
MOMBEY47,mombey47_P1_H,rhombohedral,-,58.192,-,Yes,-
MOMBEY48,mombey48_P1_H,rhombohedral,-,58.192,-,Yes,-
